NO,허가일자,상호,설비용량(KW),설치장소,상태,사업개시일,데이터기준일자
614,2017-09-29,덕천리771발전소,98.42,제주특별자치도 제주시 구좌읍 덕천리 771번지 773,사업개시,2019-05-28,2024-06-30
615,2017-09-29,SM태양광발전소,148.48,제주특별자치도 제주시 한림읍 상명리 761번지 1호 762-2,사업개시,2018-04-09,2024-06-30
616,2017-09-29,소민태양광발전소,316.8,제주특별자치도 제주시 화북이동 367번지,사업개시,2018-05-11,2024-06-30
617,2017-09-29,미래제주솔라1호,992.8,제주특별자치도 제주시 애월읍 봉성리 2448번지 2459. 2469. 2449. 2453,사업개시,2019-01-29,2024-06-30
618,2017-09-29,굿초이스솔라1호,496.4,제주특별자치도 제주시 애월읍 봉성리 2449번지 2381. 2453. 2456,사업개시,2019-01-29,2024-06-30
619,2017-09-29,미래제이에스티솔라1호,992.8,제주특별자치도 제주시 애월읍 봉성리 2381번지 2453,사업개시,2019-01-29,2024-06-30
620,2017-09-29,재원태양광발전소,99.96,제주특별자치도 제주시 애월읍 어음리 1017번지,사업개시,2018-03-22,2024-06-30
621,2017-09-29,월림에너지태양광발전소,99,제주특별자치도 제주시 한림읍 월림리 227번지,사업개시,2019-03-11,2024-06-30
622,2017-09-29,두모리 1885 발전소,93.44,제주특별자치도 제주시 한경면 두모리 1885번지,사업개시,2019-05-14,2024-06-30
623,2017-09-29,두모리 444 2호 발전소,97.09,제주특별자치도 제주시 한경면 두모리 444번지,사업개시,2019-05-14,2024-06-30
624,2017-09-29,두모리 444 1호 발전소,97.09,제주특별자치도 제주시 한경면 두모리 444번지,사업개시,2019-05-14,2024-06-30
625,2017-09-30,제주감귤 90호 태양광발전소,994,제주특별자치도 서귀포시 남원읍 신례리 905-1 .908.909,사업개시,2019-04-17,2024-06-30
626,2017-09-30,제주감귤26호 태양광발전소,999.6,제주특별자치도 서귀포시 서홍동 2442-3 외2442-16,사업개시,2019-07-12,2024-06-30
627,2017-09-30,제주감귤150호태양광발전소,364,제주특별자치도 제주시 한경면 낙천리 1077번지 2호,사업개시,2020-06-15,2024-06-30
628,2017-09-30,제주감귤57호 태양광발전소,553,제주특별자치도 제주시 애월읍 곽지리 8번지 1호 13-5,사업개시,2019-04-17,2024-06-30
629,2017-09-30,제주감귤18호 태양광발전소,698.88,제주특별자치도 제주시 한림읍 상대리 1826번지 1828.1829-1.1832-2.1833.1834.1835.1836,사업개시,2019-06-13,2024-06-30
630,2017-09-30,제주감귤152-1호 태양광발전소,567,제주특별자치도 서귀포시 안덕면 덕수리 1795번지,사업개시,2020-04-13,2024-06-30
631,2017-09-30,제주감귤152호 태양광발전소,651,제주특별자치도 서귀포시 안덕면 덕수리 1793-1 .1794,사업개시,2019-04-15,2024-06-30
632,2017-09-30,제주감귤96-1호 태양광발전소,245,제주특별자치도 서귀포시 남원읍 하례리 986번지,사업개시,2018-11-07,2024-06-30
633,2017-09-30,제주감귤81호 태양광발전소,2996,제주특별자치도 서귀포시 안덕면 덕수리 1816번지 .1817.1818.1820.1822.1824.1826.1828번지,사업개시,2019-04-17,2024-06-30
634,2017-09-30,제주감귤46-1호 태양광발전소,266,제주특별자치도 서귀포시 성산읍 신산리 1309-1 .1309-2,사업개시,2019-04-17,2024-06-30
635,2017-09-30,제주감귤46호 태양광발전소,1288,제주특별자치도 서귀포시 성산읍 신산리 1061번지 .1066-1.1066-2번지,사업개시,2019-04-17,2024-06-30
636,2017-09-30,제주감귤76호 태양광발전소,266,제주특별자치도 제주시 회천동 1674번지 1681,사업개시,2019-08-22,2024-06-30
637,2017-09-30,제주감귤159호 태양광발전소,651,제주특별자치도 서귀포시 성산읍 신천리 809번지,사업개시,2018-11-07,2024-06-30
638,2017-09-30,제주감귤25호 태양광발전소,728,제주특별자치도 서귀포시 서홍동 2442-16,사업개시,2019-04-17,2024-06-30
639,2017-09-30,제주감귤167호 태양광발전소,633.36,제주특별자치도 제주시 조천읍 대흘리 1200번지 1202,사업개시,2019-07-17,2024-06-30
640,2017-09-30,제주감귤166호 태양광발전소,490,제주특별자치도 제주시 한경면 판포리 131번지 137,사업개시,2019-04-17,2024-06-30
641,2017-09-30,제주감귤164호 태양광발전소,749,제주특별자치도 제주시 조천읍 선흘리 688번지,사업개시,2019-04-17,2024-06-30
642,2017-09-30,제주감귤163호 태양광발전소,651,제주특별자치도 제주시 조천읍 선흘리 240번지 241,사업개시,2019-04-17,2024-06-30
643,2017-09-30,제주감귤43호 태양광발전소,990.08,제주특별자치도 제주시 구좌읍 세화리 1887번지 37호,사업개시,2020-07-21,2024-06-30
644,2017-09-30,제주감귤28호 태양광발전소,998.4,제주특별자치도 제주시 애월읍 봉성리 2500번지,사업개시,2020-04-21,2024-06-30
645,2017-09-30,제주감귤131호 태양광발전소,458.64,제주특별자치도 서귀포시 남원읍 신흥리 1781번지,사업개시,2018-10-08,2024-06-30
646,2017-09-30,제주감귤130호 태양광발전소,223.44,제주특별자치도 서귀포시 남원읍 신흥리 1780번지 .1781번지,사업개시,2019-10-08,2024-06-30
647,2017-09-30,제주감귤98호 태양광발전소,609,제주특별자치도 서귀포시 남원읍 신흥리 1430-2 외1430-3,사업개시,2019-04-17,2024-06-30
648,2017-09-30,제주감귤96호 태양광발전소,308,제주특별자치도 서귀포시 남원읍 하례리 985번지,사업개시,2018-11-07,2024-06-30
649,2017-09-30,제주감귤29호 태양광발전소,280,제주특별자치도 서귀포시 성산읍 삼달리 465번지 466. 644,사업개시,2018-11-07,2024-06-30
650,2017-09-30,제주감귤 27호 태양광발전소,231,제주특별자치도 서귀포시 안덕면 서광리 40번지 .31번지,사업개시,2018-11-07,2024-06-30
651,2017-09-30,제주감귤149호 태양광발전소,763,제주특별자치도 제주시 한경면 낙천리 1104번지 1105,사업개시,2020-06-02,2024-06-30
652,2017-09-30,제주감귤146호 태양광발전소,861,제주특별자치도 제주시 한경면 고산리 686번지 688. 689. 691. 732,사업개시,2019-10-24,2024-06-30
653,2017-09-30,제주감귤137호 태양광발전소,714,제주특별자치도 제주시 조천읍 함덕리 2185번지 2190. 2191-3,사업개시,2019-04-17,2024-06-30
654,2017-09-30,제주감귤133호 태양광발전소,476,제주특별자치도 제주시 삼양일동 458번지,사업개시,2019-04-17,2024-06-30
655,2017-09-30,제주감귤118호 태양광발전소,714,제주특별자치도 제주시 조천읍 와흘리 1895번지,사업개시,2019-11-11,2024-06-30
656,2017-09-30,제주감귤87호 태양광발전소,400.4,제주특별자치도 제주시 조천읍 신촌리 303번지 304-1,사업개시,2019-07-17,2024-06-30
657,2017-09-30,제주감귤66호태양광발전소,238,제주특별자치도 제주시 한경면 낙천리 947번지,사업개시,2019-11-18,2024-06-30
658,2017-09-30,제주감귤24호 태양광발전소,497,제주특별자치도 제주시 애월읍 수산리 996번지 994,사업개시,2019-05-03,2024-06-30
659,2017-09-30,제주감귤8호 태양광발전소,496.64,제주특별자치도 제주시 아라이동 121번지 122. 124,사업개시,2019-04-17,2024-06-30
660,2017-10-20,미래태양광발전소,298.08,제주특별자치도 서귀포시 대정읍 동일리 907번지 910,사업개시,2019-05-02,2024-06-30
661,2017-10-20,정성태양광발전소2호,900.72,제주특별자치도 서귀포시 남원읍 수망리 966번지 4호,사업개시,2019-03-18,2024-06-30
662,2017-10-20,신흥 2호 태양광발전소,498.48,제주특별자치도 서귀포시 남원읍 신흥리 2192번지,사업개시,2019-05-03,2024-06-30
663,2017-10-20,신흥1호태양광발전소,998.3,제주특별자치도 서귀포시 남원읍 신흥리 2192번지,사업개시,2019-05-03,2024-06-30
664,2017-10-20,진성에너지개발무릉리태양광발전소,410.04,제주특별자치도 서귀포시 대정읍 무릉리 281번지,사업개시,2019-04-23,2024-06-30
665,2017-10-20,명월태양광발전소,196.98,제주특별자치도 제주시 한림읍 명월리 574번지,사업개시,2018-09-28,2024-06-30
666,2017-10-30,제주명진태양광발전소,90,제주특별자치도 서귀포시 대정읍 보성리 1888-5,사업개시,2019-05-21,2024-06-30
667,2017-10-30,억새미발전소,49.92,제주특별자치도 제주시 이호이동 133-4,사업개시,2018-03-14,2024-06-30
668,2017-10-30,유강플랜트태양광발전소,997.92,제주특별자치도 제주시 한경면 낙천리 2338번지,사업개시,2018-12-03,2024-06-30
669,2017-10-30,유강에너지태양광발전소,997.92,제주특별자치도 제주시 한경면 낙천리 2332번지,사업개시,2018-12-03,2024-06-30
670,2017-10-30,진성에너지개발청수리태양광발전소,765.81,제주특별자치도 제주시 한경면 청수리 2891-1,사업개시,2019-04-02,2024-06-30
671,2017-11-06,바름태양광발전소,99,제주특별자치도 제주시 한림읍 금악리 3338번지,사업개시,2019-08-12,2024-06-30
672,2017-11-06,마루왓4호태양광발전소,99.28,제주특별자치도 제주시 한림읍 금악리 2406번지,사업개시,2018-04-24,2024-06-30
673,2017-11-06,마루왓3호태양광발전소,99.28,제주특별자치도 제주시 한림읍 금악리 2406번지,사업개시,2018-04-24,2024-06-30
674,2017-11-06,마루왓2호태양광발전소,99.28,제주특별자치도 제주시 한림읍 금악리 2406번지,사업개시,2018-12-20,2024-06-30
675,2017-11-06,마루왓1호태양광발전소,99.28,제주특별자치도 제주시 한림읍 금악리 2406번지,사업개시,2018-04-24,2024-06-30
676,2017-11-06,밝은누리에너지상대리태양광발전소,414.72,제주특별자치도 제주시 한림읍 상대리 2190번지,사업개시,2019-04-19,2024-06-30
677,2017-11-06,성현에너지금악1태양광발전소,271.35,제주특별자치도 제주시 한림읍 금악리 265-5,사업개시,2019-04-02,2024-06-30
678,2017-11-06,한림태양광발전소,27,제주특별자치도 제주시 한림읍 한림리 942-3,사업개시,2018-03-02,2024-06-30
679,2017-11-06,현경태양광발전소,99.72,제주특별자치도 제주시 오라이동 1519번지,사업개시,2018-01-31,2024-06-30
680,2017-11-21,제주농산(주)발전소,88.32,제주특별자치도 서귀포시 성산읍 삼달리 1563번지,사업개시,2018-04-11,2024-06-30
681,2017-11-21,신도리2 태양광발전소,98.55,제주특별자치도 서귀포시 대정읍 신도리 2298-8,사업개시,2018-09-10,2024-06-30
682,2017-11-21,신도리1 태양광발전소,98.55,제주특별자치도 서귀포시 대정읍 신도리 2298-9,사업개시,2018-09-10,2024-06-30
683,2017-11-21,(주)하나에너지,498.96,제주특별자치도 서귀포시 표선면 가시리 1358-2,사업개시,2018-10-12,2024-06-30
684,2017-11-21,주식회사 해오름에너지,1724,제주특별자치도 서귀포시 표선면 가시리 1382번지 .1382-1번지.1385번지,사업개시,2019-05-13,2024-06-30
685,2017-11-21,두강봉태양광발전소,299.2,제주특별자치도 제주시 한경면 조수리 1280번지,사업개시,2018-04-24,2024-06-30
686,2017-11-21,금빛1호 태양광발전소,495,제주특별자치도 제주시 한림읍 금악리 984번지,사업개시,2020-12-28,2024-06-30
687,2017-11-21,거린내태양광발전소,99,제주특별자치도 제주시 애월읍 봉성리 2345-1,사업개시,2019-05-31,2024-06-30
688,2017-11-21,와이솔라2호태양광발전소,99.28,제주특별자치도 제주시 조천읍 교래리 271-1,사업개시,2018-09-07,2024-06-30
689,2017-11-21,와이솔라1호태양광발전소,99.28,제주특별자치도 제주시 조천읍 교래리 271-1,사업개시,2018-09-07,2024-06-30
690,2017-11-21,창희2호 태양광발전소,99.28,제주특별자치도 제주시 한경면 저지리 2757번지,사업개시,2018-03-29,2024-06-30
691,2017-11-21,창희1호 태양광발전소,99.28,제주특별자치도 제주시 한경면 저지리 2757-2,사업개시,2018-03-29,2024-06-30
692,2017-11-22,해든에너지1,498.42,제주특별자치도 제주시 한경면 조수리 664번지,사업개시,2018-05-17,2024-06-30
693,2017-11-22,대동솔라 태양광발전소,495.72,제주특별자치도 서귀포시 표선면 하천리 2482번지,사업개시,2019-03-04,2024-06-30
694,2017-11-23,(주)경철태양광,997.92,제주특별자치도 서귀포시 표선면 가시리 673번지,사업개시,2018-12-19,2024-06-30
695,2017-11-23,(주)현인태양광,997.92,제주특별자치도 서귀포시 표선면 가시리 673번지,사업개시,2018-12-19,2024-06-30
696,2017-11-23,케이그린11호발전소,498.96,제주특별자치도 서귀포시 성산읍 삼달리 2159-1 .2159-10.2159-11,사업개시,2020-10-29,2024-06-30
697,2017-11-23,케이그린10호발전소,99.4,제주특별자치도 서귀포시 성산읍 삼달리 2159-2 .2159-4,사업개시,2020-10-29,2024-06-30
698,2017-11-23,케이그린9호발전소,99.4,제주특별자치도 서귀포시 성산읍 삼달리 2159-5 외2159-6,사업개시,2020-10-29,2024-06-30
699,2017-11-23,케이그린8호발전소,498.96,제주특별자치도 서귀포시 성산읍 삼달리 2085-1 .2086.2159-7,사업개시,2021-05-06,2024-06-30
700,2017-11-23,케이그린7호발전소,99.4,제주특별자치도 서귀포시 성산읍 삼달리 2085-3 .2159-8,사업개시,2020-10-29,2024-06-30
701,2017-11-23,케이그린6호발전소,99.4,제주특별자치도 서귀포시 성산읍 삼달리 2085-2 .2159-9,사업개시,2020-10-29,2024-06-30
702,2017-11-23,케이그린5호발전소,99.4,제주특별자치도 서귀포시 성산읍 삼달리 2085번지,사업개시,2020-10-29,2024-06-30
703,2017-12-04,신풍리태양광발전소,990.72,제주특별자치도 서귀포시 성산읍 신풍리 1522번지,사업개시,2021-06-01,2024-06-30
704,2017-12-04,해비치3호태양광발전소,99.28,제주특별자치도 제주시 한경면 조수리 659번지,사업개시,2019-04-26,2024-06-30
705,2017-12-04,해비치2호태양광발전소,99.28,제주특별자치도 제주시 한경면 조수리 715-1,사업개시,2020-12-07,2024-06-30
706,2017-12-04,동희태양광발전소,99.28,제주특별자치도 제주시 한경면 조수리 649번지,사업개시,2018-10-22,2024-06-30
707,2017-12-04,지희태양광발전소,99.36,제주특별자치도 제주시 한경면 조수리 649번지,사업개시,2019-04-26,2024-06-30
708,2017-12-04,철우 태양광발전소,99.28,제주특별자치도 제주시 한경면 조수리 651번지,사업개시,2020-12-07,2024-06-30
709,2017-12-04,만주에너지 태양광발전소,990,제주특별자치도 제주시 조천읍 선흘리 2296-1 외2296-2.2296-3.2300.2300-2.2300-3.2304-1.2304-3,사업개시,2019-01-08,2024-06-30
710,2017-12-04,선우 태양광발전소,250.24,제주특별자치도 제주시 한경면 용수리 759번지 .760,사업개시,2019-02-27,2024-06-30
711,2017-12-05,효일1호태양광발전소,99.36,제주특별자치도 제주시 한림읍 상대리 231-36,사업개시,2019-04-26,2024-06-30
712,2017-12-15,신도리3 태양광발전소,97.92,제주특별자치도 서귀포시 대정읍 신도리 2298-3,사업개시,2021-01-05,2024-06-30
713,2017-12-15,태일태양광발전소,298.08,제주특별자치도 서귀포시 대정읍 무릉리 518번지,사업개시,2018-07-16,2024-06-30
714,2017-12-15,나민영2태양광발전소,91.8,제주특별자치도 서귀포시 대정읍 영락리 176번지,사업개시,2019-06-12,2024-06-30
715,2017-12-15,산하영태양광발전소,99.36,제주특별자치도 제주시 한경면 조수리 1986번지 .1987-1,사업개시,2019-02-27,2024-06-30
